campagne.x	staal	datum.x	fractie	soort	aantal	AFDW	jaar	staalcode	campagne.y	tidaal	datum.y	real_X	real_Y	Z	geomorf	ecotoop_werkelijk	SalZone	Vallei_deel	Omessegment	KRWzone	ecotoop_gepland
SP18	GK18_17	1535587200	500	18	8	9e-04	1	24	1	1	1535587200	141178.897	228950.744	2.207	15	6	1	5	12	7	7
SP18	GK18_17	1535587200	500	33	1	1e-04	1	24	1	1	1535587200	141178.897	228950.744	2.207	15	6	1	5	12	7	7
SP18	GK18_17	1535587200	500	49	1	0	1	24	1	1	1535587200	141178.897	228950.744	2.207	15	6	1	5	12	7	7
SP18	GK18_17	1535587200	500	53	6	5e-04	1	24	1	1	1535587200	141178.897	228950.744	2.207	15	6	1	5	12	7	7
SP18	GK18_18	1535500800	500	18	1	1e-04	1	24	1	1	1535500800	141476.597	227558.599	1.456	5	6	1	5	12	7	7
SP18	GK18_18	1535500800	500	33	1	2e-04	1	24	1	1	1535500800	141476.597	227558.599	1.456	5	6	1	5	12	7	7
SP18	GK18_18	1535500800	1000	35	2	0.0026	1	24	1	1	1535500800	141476.597	227558.599	1.456	5	6	1	5	12	7	7
SP18	GK18_18	1535500800	500	35	1	0.0013	1	24	1	1	1535500800	141476.597	227558.599	1.456	5	6	1	5	12	7	7
SP18	GK18_18	1535500800	500	53	3	0	1	24	1	1	1535500800	141476.597	227558.599	1.456	5	6	1	5	12	7	7
SP18	GK18_19	1535500800	500	28	1	1e-04	1	24	1	1	1535500800	142987.303	222246.574	0.977	5	4	7	5	1	7	5
SP18	GK18_19	1535500800	1000	53	12	6e-04	1	24	1	1	1535500800	142987.303	222246.574	0.977	5	4	7	5	1	7	5
SP18	GK18_19	1535500800	500	53	36	0.001	1	24	1	1	1535500800	142987.303	222246.574	0.977	5	4	7	5	1	7	5
SP18	GK18_20	1535500800	1000	31	0	0	1	24	1	1	1535500800	141257.314	227562.198	-0.01	18	4	1	5	12	7	5
SP18	GK18_20	1535500800	500	31	0	0	1	24	1	1	1535500800	141257.314	227562.198	-0.01	18	4	1	5	12	7	5
SP18	GK18_21	1535414400	1000	35	2	0.0023	1	24	1	1	1535414400	142225.913	225255.871	0.533	6	4	1	5	12	7	5
SP18	GK18_21	1535414400	1000	53	2	1e-04	1	24	1	1	1535414400	142225.913	225255.871	0.533	6	4	1	5	12	7	5
SP18	GK18_21	1535414400	500	53	12	3e-04	1	24	1	1	1535414400	142225.913	225255.871	0.533	6	4	1	5	12	7	5
SP18	GK18_22	1535328000	1000	31	0	0	1	24	1	1	1535328000	150544.225	211129.386	0.29	6	4	7	5	3	7	5
SP18	GK18_22	1535328000	500	31	0	0	1	24	1	1	1535328000	150544.225	211129.386	0.29	6	4	7	5	3	7	5
SP18	GK18_23	1535673600	1000	31	0	0	1	24	1	1	1535673600	143944.705	222009.184	1.015	6	6	7	5	1	7	5
SP18	GK18_23	1535673600	500	31	0	0	1	24	1	1	1535673600	143944.705	222009.184	1.015	6	6	7	5	1	7	5
SP18	GK18_24	1535500800	1000	31	0	0	1	24	1	1	1535500800	142923.689	222540.957	0.651	5	4	7	5	1	7	5
SP18	GK18_24	1535500800	500	53	4	2e-04	1	24	1	1	1535500800	142923.689	222540.957	0.651	5	4	7	5	1	7	5
SP18	GK18_25	1536883200	1000	31	0	0	1	24	1	1	1536883200	152118.163	214184.101	0.578	6	4	7	5	3	7	5
SP18	GK18_25	1536883200	500	31	0	0	1	24	1	1	1536883200	152118.163	214184.101	0.578	6	4	7	5	3	7	5
SP18	GK18_26	1535587200	1000	33	0	8e-04	1	24	1	1	1535587200	141126.538	228928.556	0.247	15	4	1	5	12	7	5
SP18	GK18_26	1535587200	1000	41	1	0.0055	1	24	1	1	1535587200	141126.538	228928.556	0.247	15	4	1	5	12	7	5
SP18	GK18_26	1535587200	500	49	1	0	1	24	1	1	1535587200	141126.538	228928.556	0.247	15	4	1	5	12	7	5
SP18	GK18_26	1535587200	500	53	1	0	1	24	1	1	1535587200	141126.538	228928.556	0.247	15	4	1	5	12	7	5
SP18	GK18_27	1535673600	500	53	28	4e-04	1	24	1	1	1535673600	145454.099	220964.77	0.896	15	4	7	5	1	7	5
SP18	GK18_27	1535673600	1000	53	1	0	1	24	1	1	1535673600	145454.099	220964.77	0.896	15	4	7	5	1	7	5
SP19	GK18_28	1535500800	1000	23	2	8e-04	1	24	1	1	1535500800	145492.129	220040.659	2.627	15	2	7	5	1	7	3
SP21	GK18_28	1535500800	500	31	0	0	1	24	1	1	1535500800	145492.129	220040.659	2.627	15	2	7	5	1	7	3
SP20	GK18_28	1535500800	1000	33	2	0.0055	1	24	1	1	1535500800	145492.129	220040.659	2.627	15	2	7	5	1	7	3
SP18	GK18_29	1535673600	1000	31	0	0	1	24	1	1	1535673600	144005.748	222363.111	4.435	15	2	7	5	1	7	3
SP18	GK18_29	1535673600	500	53	39	0.001	1	24	1	1	1535673600	144005.748	222363.111	4.435	15	2	7	5	1	7	3
SP18	GK18_30	1535587200	1000	18	1	0.001	1	24	1	1	1535587200	147024.203	215380.645	2.728	2	2	7	5	2	7	3
SP18	GK18_30	1535587200	500	53	19	6e-04	1	24	1	1	1535587200	147024.203	215380.645	2.728	2	2	7	5	2	7	3
SP18	GK18_31	1535500800	1000	31	0	0	1	24	1	2	1536105600	143743.0045	224251.3307	-6.827224	15	7	1	5	12	7	8
SP18	GK18_31	1535500800	500	31	0	0	1	24	1	2	1536105600	143743.0045	224251.3307	-6.827224	15	7	1	5	12	7	8
SP18	GK18_32	1536105600	1000	31	0	0	1	24	1	2	1536105600	143815.9501	222634.9882	-6.464441	6	7	7	5	1	7	8
SP18	GK18_32	1536105600	500	53	1	2e-04	1	24	1	2	1536105600	143815.9501	222634.9882	-6.464441	6	7	7	5	1	7	8
SP18	GK18_33	1536105600	1000	31	0	0	1	24	1	2	1536105600	146582.6867	220157.8346	-5.718887	NA	7	7	5	1	7	8
SP18	GK18_33	1536105600	500	31	0	0	1	24	1	2	1536105600	146582.6867	220157.8346	-5.718887	NA	7	7	5	1	7	8
SP18	GK18_34	1536105600	1000	31	0	0	1	24	1	2	1536105600	146226.6279	219564.6306	-5.890732	18	5	7	5	2	7	8
SP18	GK18_34	1536105600	500	31	0	0	1	24	1	2	1536105600	146226.6279	219564.6306	-5.890732	18	5	7	5	2	7	8
SP18	GK18_35	1536019200	500	31	0	0	1	24	1	2	1536019200	140465.3238	228989.892	-3.161484	18	7	1	5	12	7	8
SP18	GK18_35	1536019200	1000	35	1	0.0041	1	24	1	2	1536019200	140465.3238	228989.892	-3.161484	18	7	1	5	12	7	8
SP18	GK18_36	1535068800	1000	2	10	0	1	24	3	NA	1535068800	145945.0222	217640.977	-2.375758	18	5	7	5	2	7	NA
SP18	GK18_36	1535068800	500	31	0	0	1	24	3	NA	1535068800	145945.0222	217640.977	-2.375758	18	5	7	5	2	7	NA
SP18	GK18_37	1535068800	500	5	1	6e-04	1	24	1	2	1535068800	148750.8966	214750.3571	-7.23973	18	7	7	5	2	7	8
SP18	GK18_37	1535068800	1000	31	0	0	1	24	1	2	1535068800	148750.8966	214750.3571	-7.23973	18	7	7	5	2	7	8
SP18	GK18_38	1537228800	1000	31	0	0	1	24	1	2	1537228800	152129.3712	214143.3356	-7.21278	15	5	7	5	3	7	8
SP18	GK18_38	1537228800	500	53	1	0	1	24	1	2	1537228800	152129.3712	214143.3356	-7.21278	15	5	7	5	3	7	8
SP18	GK18_39	1536019200	500	31	0	0	1	24	1	2	1536019200	140508.0081	229138.2349	-5.005424	6	7	1	5	12	7	8
SP18	GK18_39	1536019200	1000	35	1	4e-04	1	24	1	2	1536019200	140508.0081	229138.2349	-5.005424	6	7	1	5	12	7	8
SP18	GK18_40	1536105600	500	7	2	6e-04	1	24	1	2	1536105600	146289.2301	219201.6655	-4.90308	6	7	7	5	2	7	8
SP18	GK18_40	1536105600	1000	31	0	0	1	24	1	2	1536105600	146289.2301	219201.6655	-4.90308	6	7	7	5	2	7	8
SP18	GK18_40	1536105600	500	59	2	2e-04	1	24	1	2	1536105600	146289.2301	219201.6655	-4.90308	6	7	7	5	2	7	8
SP18	GK18_41	1536105600	1000	31	0	0	1	24	1	2	1536105600	143718.401	223212.5382	-6.226601	6	7	7	5	1	7	6
SP18	GK18_41	1536105600	500	31	0	0	1	24	1	2	1536105600	143718.401	223212.5382	-6.226601	6	7	7	5	1	7	6
SP18	GK18_42	1536105600	1000	31	0	0	1	24	1	2	1536105600	142530.663	225196.8549	-9.777854	15	1	1	5	12	7	6
SP18	GK18_42	1536105600	500	31	0	0	1	24	1	2	1536105600	142530.663	225196.8549	-9.777854	15	1	1	5	12	7	6
SP18	GK18_43	1536105600	1000	18	1	7e-04	1	24	1	2	1536105600	142516.1707	225250.0602	-8.680963	15	1	1	5	12	7	6
SP18	GK18_43	1536105600	500	18	7	8e-04	1	24	1	2	1536105600	142516.1707	225250.0602	-8.680963	15	1	1	5	12	7	6
SP18	GK18_43	1536105600	500	21	1	0	1	24	1	2	1536105600	142516.1707	225250.0602	-8.680963	15	1	1	5	12	7	6
SP18	GK18_44	1536105600	1000	31	0	0	1	24	1	2	1536105600	143713.656	222106.6282	-5.45591	18	5	7	5	1	7	6
SP18	GK18_44	1536105600	500	31	0	0	1	24	1	2	1536105600	143713.656	222106.6282	-5.45591	18	5	7	5	1	7	6
SP18	GK18_46	1536105600	1000	31	0	0	1	24	1	2	1536105600	142454.5113	225885.1098	-4.67134	6	1	1	5	12	7	6
SP18	GK18_46	1536105600	500	31	0	0	1	24	1	2	1536105600	142454.5113	225885.1098	-4.67134	6	1	1	5	12	7	6
SP18	GK18_47	1536105600	1000	31	0	0	1	24	1	2	1536105600	142466.286	225884.9808	-6.86434	6	1	1	5	12	7	6
SP18	GK18_47	1536105600	500	31	0	0	1	24	1	2	1536105600	142466.286	225884.9808	-6.86434	6	1	1	5	12	7	6
SP18	GK18_48	1536105600	1000	31	0	0	1	24	1	2	1536105600	142626.9734	225049.1943	-16.267681	18	5	1	5	12	7	6
SP18	GK18_48	1536105600	500	31	0	0	1	24	1	2	1536105600	142626.9734	225049.1943	-16.267681	18	5	1	5	12	7	6
SP18	GK18_49	1536019200	1000	31	0	0	1	24	1	2	1536019200	140063.1715	229074.7553	-4.435178	18	7	1	5	12	7	6
SP18	GK18_49	1536019200	500	31	0	0	1	24	1	2	1536019200	140063.1715	229074.7553	-4.435178	18	7	1	5	12	7	6
SP18	GK18_50	1536105600	500	18	1	1e-04	1	24	1	2	1536105600	142812.1887	225175.4387	-11.4453	6	5	1	5	12	7	6
SP18	GK18_50	1536105600	1000	31	0	0	1	24	1	2	1536105600	142812.1887	225175.4387	-11.4453	6	5	1	5	12	7	6
SP18	GK18_52	1535068800	1000	31	0	0	1	24	1	2	1535068800	145400.0477	217371.8566	-4.494428	18	1	7	5	2	7	1
SP18	GK18_52	1535068800	500	31	0	0	1	24	1	2	1535068800	145400.0477	217371.8566	-4.494428	18	1	7	5	2	7	1
SP18	GK18_53	1536105600	1000	31	0	0	1	24	1	2	1536105600	142572.0446	226556.7397	-5.33932	18	1	1	5	12	7	1
SP18	GK18_53	1536105600	500	31	0	0	1	24	1	2	1536105600	142572.0446	226556.7397	-5.33932	18	1	1	5	12	7	1
SP18	GK18_54	1536019200	500	28	0	0	1	24	1	2	1536019200	140865.643	227415.2725	-3.985238	18	1	1	5	12	7	1
SP18	GK18_54	1536019200	1000	31	0	0	1	24	1	2	1536019200	140865.643	227415.2725	-3.985238	18	1	1	5	12	7	1
SP18	GK18_55	1536192000	1000	31	0	0	1	24	1	2	1536019200	140479.5687	228136.8221	-3.980553	18	1	1	5	12	7	1
SP18	GK18_55	1536192000	500	53	1	0	1	24	1	2	1536019200	140479.5687	228136.8221	-3.980553	18	1	1	5	12	7	1
SP18	GK18_56	1536105600	500	31	0	0	1	24	1	2	1536105600	141668.5044	226070.7808	-3.823067	6	1	1	5	12	7	1
SP18	GK18_56	1536105600	1000	35	2	0.0031	1	24	1	2	1536105600	141668.5044	226070.7808	-3.823067	6	1	1	5	12	7	1
SP18	GK18_58	1536105600	1000	31	0	0	1	24	1	2	1536105600	143885.3029	221245.5052	-4.791745	15	1	7	5	1	7	1
SP18	GK18_58	1536105600	500	31	0	0	1	24	1	2	1536105600	143885.3029	221245.5052	-4.791745	15	1	7	5	1	7	1
SP18	GK18_58	1536105600	1000	53	6	2e-04	1	24	1	2	1536105600	143885.3029	221245.5052	-4.791745	15	1	7	5	1	7	1
SP18	GK18_58	1536105600	500	53	2	0	1	24	1	2	1536105600	143885.3029	221245.5052	-4.791745	15	1	7	5	1	7	1
SP18	GK18_59	1536105600	500	31	0	0	1	24	1	2	1536105600	143448.3993	223838.3695	-4.613652	15	1	7	5	1	7	1
SP18	GK18_59	1536105600	1000	53	1	2e-04	1	24	1	2	1536105600	143448.3993	223838.3695	-4.613652	15	1	7	5	1	7	1
SP18	GK18_60	1535068800	1000	35	0	7e-04	1	24	1	2	1535068800	145065.076	216988.5508	-4.329884	18	1	7	5	2	7	1
SP18	GK18_60	1535068800	500	35	0	5e-04	1	24	1	2	1535068800	145065.076	216988.5508	-4.329884	18	1	7	5	2	7	1
SP19	GK19_01	1567641600	1000	31	0	0	2	25	4	1	1567641600	150165.311	210959.463	3.588	13	3	7	5	3	7	NA
SP19	GK19_01	1567641600	500	31	0	0	2	25	4	1	1567641600	150165.311	210959.463	3.588	13	3	7	5	3	7	NA
SP19	GK19_02	1568764800	1000	33	2	0.0118	2	25	4	1	1568678400	147583.419	215866.513	4.991	9	3	7	5	2	7	NA
SP19	GK19_02	1568764800	500	52	60	0.002	2	25	4	1	1568678400	147583.419	215866.513	4.991	9	3	7	5	2	7	NA
SP19	GK19_02	1568764800	1000	52	9	0.0011	2	25	4	1	1568678400	147583.419	215866.513	4.991	9	3	7	5	2	7	NA
SP19	GK19_02	1568764800	1000	18	2	5e-04	2	25	4	1	1568678400	147583.419	215866.513	4.991	9	3	7	5	2	7	NA
SP19	GK19_02	1568764800	500	13	10	3e-04	2	25	4	1	1568678400	147583.419	215866.513	4.991	9	3	7	5	2	7	NA
SP19	GK19_02	1568764800	500	18	3	3e-04	2	25	4	1	1568678400	147583.419	215866.513	4.991	9	3	7	5	2	7	NA
SP19	GK19_02	1568764800	500	33	1	2e-04	2	25	4	1	1568678400	147583.419	215866.513	4.991	9	3	7	5	2	7	NA
SP19	GK19_03	1567641600	1000	33	1	0.0035	2	25	4	1	1567641600	146000.424	219604.056	4.793	7	3	7	5	2	7	NA
SP19	GK19_03	1567641600	500	18	28	0.0027	2	25	4	1	1567641600	146000.424	219604.056	4.793	7	3	7	5	2	7	NA
SP19	GK19_03	1567641600	1000	18	7	0.0015	2	25	4	1	1567641600	146000.424	219604.056	4.793	7	3	7	5	2	7	NA
SP19	GK19_03	1567641600	500	13	11	0.0014	2	25	4	1	1567641600	146000.424	219604.056	4.793	7	3	7	5	2	7	NA
SP19	GK19_03	1567641600	500	52	8	0.0011	2	25	4	1	1567641600	146000.424	219604.056	4.793	7	3	7	5	2	7	NA
SP19	GK19_03	1567641600	500	42	4	5e-04	2	25	4	1	1567641600	146000.424	219604.056	4.793	7	3	7	5	2	7	NA
SP19	GK19_04	1568678400	1000	33	1	0.0068	2	25	4	1	1568678400	141771.333	225001.257	5.142	9	3	1	5	12	7	NA
SP19	GK19_04	1568678400	500	52	6	2e-04	2	25	4	1	1568678400	141771.333	225001.257	5.142	9	3	1	5	12	7	NA
SP19	GK19_04	1568678400	500	23	2	1e-04	2	25	4	1	1568678400	141771.333	225001.257	5.142	9	3	1	5	12	7	NA
SP19	GK19_04	1568678400	500	13	7	0	2	25	4	1	1568678400	141771.333	225001.257	5.142	9	3	1	5	12	7	NA
SP19	GK19_04	1568678400	500	17	1	0	2	25	4	1	1568678400	141771.333	225001.257	5.142	9	3	1	5	12	7	NA
SP19	GK19_04	1568678400	500	42	1	0	2	25	4	1	1568678400	141771.333	225001.257	5.142	9	3	1	5	12	7	NA
SP19	GK19_05	1568678400	1000	33	5	0.0103	2	25	4	1	1568678400	142102.273	224841.172	4.715	9	3	1	5	12	7	NA
SP19	GK19_05	1568678400	1000	18	9	0.0039	2	25	4	1	1568678400	142102.273	224841.172	4.715	9	3	1	5	12	7	NA
SP19	GK19_05	1568678400	500	18	25	0.0012	2	25	4	1	1568678400	142102.273	224841.172	4.715	9	3	1	5	12	7	NA
SP19	GK19_05	1568678400	500	33	8	5e-04	2	25	4	1	1568678400	142102.273	224841.172	4.715	9	3	1	5	12	7	NA
SP19	GK19_05	1568678400	500	52	1	2e-04	2	25	4	1	1568678400	142102.273	224841.172	4.715	9	3	1	5	12	7	NA
SP19	GK19_05	1568678400	500	23	1	1e-04	2	25	4	1	1568678400	142102.273	224841.172	4.715	9	3	1	5	12	7	NA
SP19	GK19_05	1568678400	500	13	2	0	2	25	4	1	1568678400	142102.273	224841.172	4.715	9	3	1	5	12	7	NA
SP19	GK19_06	1567382400	500	35	1	0.0065	2	25	4	1	1567382400	141448.606	228018.312	4.086	9	3	1	5	12	7	NA
SP19	GK19_06	1567382400	1000	21	2	9e-04	2	25	4	1	1567382400	141448.606	228018.312	4.086	9	3	1	5	12	7	NA
SP19	GK19_06	1567382400	1000	33	1	8e-04	2	25	4	1	1567382400	141448.606	228018.312	4.086	9	3	1	5	12	7	NA
SP19	GK19_06	1567382400	500	18	6	7e-04	2	25	4	1	1567382400	141448.606	228018.312	4.086	9	3	1	5	12	7	NA
SP19	GK19_06	1567382400	1000	35	1	7e-04	2	25	4	1	1567382400	141448.606	228018.312	4.086	9	3	1	5	12	7	NA
SP19	GK19_06	1567382400	500	21	1	4e-04	2	25	4	1	1567382400	141448.606	228018.312	4.086	9	3	1	5	12	7	NA
SP19	GK19_06	1567382400	500	52	6	4e-04	2	25	4	1	1567382400	141448.606	228018.312	4.086	9	3	1	5	12	7	NA
SP19	GK19_06	1567382400	500	33	1	3e-04	2	25	4	1	1567382400	141448.606	228018.312	4.086	9	3	1	5	12	7	NA
SP19	GK19_07	1567382400	1000	18	18	0.0062	2	25	4	1	1567382400	141489.47	228094.124	4.232	9	3	1	5	12	7	NA
SP19	GK19_07	1567382400	1000	33	4	0.0047	2	25	4	1	1567382400	141489.47	228094.124	4.232	9	3	1	5	12	7	NA
SP19	GK19_07	1567382400	500	18	30	0.0013	2	25	4	1	1567382400	141489.47	228094.124	4.232	9	3	1	5	12	7	NA
SP19	GK19_07	1567382400	1000	21	2	7e-04	2	25	4	1	1567382400	141489.47	228094.124	4.232	9	3	1	5	12	7	NA
SP19	GK19_07	1567382400	500	21	1	3e-04	2	25	4	1	1567382400	141489.47	228094.124	4.232	9	3	1	5	12	7	NA
SP19	GK19_07	1567382400	500	33	0	1e-04	2	25	4	1	1567382400	141489.47	228094.124	4.232	9	3	1	5	12	7	NA
SP19	GK19_07	1567382400	500	52	1	1e-04	2	25	4	1	1567382400	141489.47	228094.124	4.232	9	3	1	5	12	7	NA
SP19	GK19_08	1567382400	1000	33	4	0.0062	2	25	4	1	1567382400	141425.739	228316.07	4.198	9	3	1	5	12	7	NA
SP19	GK19_08	1567382400	1000	18	4	9e-04	2	25	4	1	1567382400	141425.739	228316.07	4.198	9	3	1	5	12	7	NA
SP19	GK19_08	1567382400	500	33	5	8e-04	2	25	4	1	1567382400	141425.739	228316.07	4.198	9	3	1	5	12	7	NA
SP19	GK19_08	1567382400	500	18	12	7e-04	2	25	4	1	1567382400	141425.739	228316.07	4.198	9	3	1	5	12	7	NA
SP19	GK19_08	1567382400	1000	21	1	4e-04	2	25	4	1	1567382400	141425.739	228316.07	4.198	9	3	1	5	12	7	NA
SP19	GK19_08	1567382400	500	21	2	3e-04	2	25	4	1	1567382400	141425.739	228316.07	4.198	9	3	1	5	12	7	NA
SP19	GK19_08	1567382400	500	52	4	2e-04	2	25	4	1	1567382400	141425.739	228316.07	4.198	9	3	1	5	12	7	NA
SP19	GK19_09	1567728000	1000	33	5	0.0069	2	25	4	1	1567728000	141269.242	229174.143	3.904	9	3	1	5	12	7	NA
SP19	GK19_09	1567728000	500	18	30	0.0027	2	25	4	1	1567728000	141269.242	229174.143	3.904	9	3	1	5	12	7	NA
SP19	GK19_09	1567728000	1000	18	7	0.0024	2	25	4	1	1567728000	141269.242	229174.143	3.904	9	3	1	5	12	7	NA
SP19	GK19_09	1567728000	1000	41	1	0.0022	2	25	4	1	1567728000	141269.242	229174.143	3.904	9	3	1	5	12	7	NA
SP19	GK19_09	1567728000	500	52	9	0.0012	2	25	4	1	1567728000	141269.242	229174.143	3.904	9	3	1	5	12	7	NA
SP19	GK19_09	1567728000	500	33	2	9e-04	2	25	4	1	1567728000	141269.242	229174.143	3.904	9	3	1	5	12	7	NA
SP19	GK19_09	1567728000	500	49	1	0	2	25	4	1	1567728000	141269.242	229174.143	3.904	9	3	1	5	12	7	NA
SP19	GK19_10	1569974400	500	21	5	9e-04	2	25	4	1	1569974400	145937.775	216411.812	1.334	13	6	7	5	2	7	NA
SP19	GK19_10	1569974400	1000	21	1	3e-04	2	25	4	1	1569974400	145937.775	216411.812	1.334	13	6	7	5	2	7	NA
SP19	GK19_11	1567641600	1000	33	8	0.0049	2	25	4	1	1567641600	143995.4	220697.186	3.658	9	6	7	5	1	7	NA
SP19	GK19_11	1567641600	500	18	16	0.0016	2	25	4	1	1567641600	143995.4	220697.186	3.658	9	6	7	5	1	7	NA
SP19	GK19_11	1567641600	1000	18	10	0.0014	2	25	4	1	1567641600	143995.4	220697.186	3.658	9	6	7	5	1	7	NA
SP19	GK19_11	1567641600	500	52	25	0.0012	2	25	4	1	1567641600	143995.4	220697.186	3.658	9	6	7	5	1	7	NA
SP19	GK19_11	1567641600	500	33	2	3e-04	2	25	4	1	1567641600	143995.4	220697.186	3.658	9	6	7	5	1	7	NA
SP19	GK19_12	1567728000	1000	58	3	0.0477	2	25	4	1	1567728000	145800.743	220793.156	1.985	9	6	7	5	1	7	NA
SP19	GK19_12	1567728000	500	21	2	0.0011	2	25	4	1	1567728000	145800.743	220793.156	1.985	9	6	7	5	1	7	NA
SP19	GK19_12	1567728000	500	33	3	0.0011	2	25	4	1	1567728000	145800.743	220793.156	1.985	9	6	7	5	1	7	NA
SP19	GK19_12	1567728000	500	52	10	9e-04	2	25	4	1	1567728000	145800.743	220793.156	1.985	9	6	7	5	1	7	NA
SP19	GK19_12	1567728000	500	18	1	7e-04	2	25	4	1	1567728000	145800.743	220793.156	1.985	9	6	7	5	1	7	NA
SP19	GK19_12	1567728000	1000	33	3	7e-04	2	25	4	1	1567728000	145800.743	220793.156	1.985	9	6	7	5	1	7	NA
SP19	GK19_12	1567728000	1000	52	1	1e-04	2	25	4	1	1567728000	145800.743	220793.156	1.985	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	1000	21	1	0.0023	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	500	35	2	0.0012	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	500	33	1	9e-04	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	1000	35	2	9e-04	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	500	21	1	7e-04	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	500	52	24	6e-04	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	500	18	10	5e-04	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	500	28	1	0	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	1000	52	1	0	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_13	1567728000	500	63	1	0	2	25	4	1	1567728000	145457.588	220986.368	1.812	9	6	7	5	1	7	NA
SP19	GK19_14	1568851200	1000	35	1	0.0037	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_14	1568160000	1000	52	12	0.0017	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_14	1568851200	1000	33	1	0.0013	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_14	1568160000	500	52	26	0.001	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_14	1568851200	1000	41	1	0.001	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_14	1568851200	500	21	1	8e-04	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_14	1568851200	500	35	0	8e-04	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_14	1568851200	500	52	10	4e-04	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_14	1568851200	500	64	1	2e-04	2	25	4	1	1568851200	145002.42	221196.429	2.28	7	6	7	5	1	7	NA
SP19	GK19_15	1569974400	1000	35	5	0.003	2	25	4	1	1569974400	143946.137	224176.515	1.64	9	6	1	5	12	7	NA
SP19	GK19_15	1569974400	1000	41	1	0.0023	2	25	4	1	1569974400	143946.137	224176.515	1.64	9	6	1	5	12	7	NA
SP19	GK19_15	1569974400	500	35	4	0.002	2	25	4	1	1569974400	143946.137	224176.515	1.64	9	6	1	5	12	7	NA
SP19	GK19_15	1569974400	500	21	2	6e-04	2	25	4	1	1569974400	143946.137	224176.515	1.64	9	6	1	5	12	7	NA
SP19	GK19_15	1569974400	500	52	38	6e-04	2	25	4	1	1569974400	143946.137	224176.515	1.64	9	6	1	5	12	7	NA
SP19	GK19_15	1569974400	1000	21	1	5e-04	2	25	4	1	1569974400	143946.137	224176.515	1.64	9	6	1	5	12	7	NA
SP19	GK19_15	1569974400	500	64	5	4e-04	2	25	4	1	1569974400	143946.137	224176.515	1.64	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	1000	33	4	0.0171	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	500	35	0	0.0015	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	1000	21	4	0.0012	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	1000	34	1	8e-04	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	1000	54	1	8e-04	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	500	21	1	5e-04	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	500	64	10	5e-04	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	1000	35	0	4e-04	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	1000	59	1	4e-04	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	500	52	33	3e-04	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
SP19	GK19_16	1568678400	500	33	4	2e-04	2	25	4	1	1568678400	142100.656	225142.763	3.309	9	6	1	5	12	7	NA
